library-id,specimen_id,sample_id,Phenotype,Aligned,Dedup,Coverage,Pheno,Path,NewPheno,NewPhenotype,Group,library_id,Lineage
616680,SFLc0508,614675,SSS,164033539,134294824,28.7973,0,/home/maccamp/barra-lh/data/bams/616680.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616681,SFLc0511,614676,SFF,182702038,146795355,31.2473,1,/home/maccamp/barra-lh/data/bams/616681.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616682,SFLc0581,614677,SFF,182486102,147975435,31.473,1,/home/maccamp/barra-lh/data/bams/616682.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616683,SFLc0586,614678,SSS,183457795,156006746,30.6011,0,/home/maccamp/barra-lh/data/bams/616683.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616684,SFLc0589,614679,SSS,197726999,112035847,23.4213,0,/home/maccamp/barra-lh/data/bams/616684.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616686,SFLc0604,614681,SSS,153106114,125993265,26.9171,0,/home/maccamp/barra-lh/data/bams/616686.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616687,SFLc0614,614682,SSS,198395932,157812855,33.5419,0,/home/maccamp/barra-lh/data/bams/616687.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616688,SFLc0619,614683,SFF,176311779,140149566,30.0231,1,/home/maccamp/barra-lh/data/bams/616688.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616690,SFLc0631,614685,SSS,176766069,140645420,30.0174,0,/home/maccamp/barra-lh/data/bams/616690.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616691,SFLc0638,614686,SSS,138770820,114489356,24.4912,0,/home/maccamp/barra-lh/data/bams/616691.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616692,SFLc0642,614687,SSS,152733198,124331711,26.5604,0,/home/maccamp/barra-lh/data/bams/616692.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616693,SFLc0650,614688,SSS,159201654,130047564,27.757,0,/home/maccamp/barra-lh/data/bams/616693.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616694,SFLc0651,614689,SSS,175601326,139999834,30.0273,0,/home/maccamp/barra-lh/data/bams/616694.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616695,SFLc0680,614690,SFF,179271601,138230944,29.2898,1,/home/maccamp/barra-lh/data/bams/616695.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616696,SFLc0683,614691,SSS,151146674,124938651,26.6047,0,/home/maccamp/barra-lh/data/bams/616696.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616697,SFLc0714,614692,SFF,149586452,120921186,25.7798,1,/home/maccamp/barra-lh/data/bams/616697.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616698,SFLc0724,614693,SFF,179928539,144570830,30.7909,1,/home/maccamp/barra-lh/data/bams/616698.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616699,SFLc1460,614694,SFF,189140351,152380228,32.7499,1,/home/maccamp/barra-lh/data/bams/616699.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
NA,Fitz01,NA,UNK,214727062,197376262,43.1526,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz01.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz01,Australasian
NA,Fitz02,NA,UNK,210632957,193219087,42.2969,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz02.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz02,Australasian
NA,Fitz03,NA,UNK,184729485,170882159,37.2926,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz03.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz03,Australasian
NA,Fitz04,NA,UNK,171859885,159473337,34.8281,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz04.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz04,Australasian
NA,Fitz05,NA,UNK,207408151,190022508,41.5087,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz05.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz05,Australasian
NA,Fitz06,NA,UNK,190952857,175877495,38.4533,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz06.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz06,Australasian
NA,Fitz07,NA,UNK,201784406,184807354,40.44,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz07.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz07,Australasian
NA,Fitz08,NA,UNK,218928717,201067584,43.9234,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz08.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz08,Australasian
NA,Fitz09,NA,UNK,212292704,193840062,42.342,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz09.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz09,Australasian
NA,Fitz10,NA,UNK,178106206,164999646,35.3562,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz10.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz10,Australasian
NA,Fitz11,NA,UNK,209984474,192614333,42.0989,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz11.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz11,Australasian
NA,Fitz12,NA,UNK,193808212,179158375,38.6273,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz12.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz12,Australasian
NA,Daly01,NA,UNK,316492070,271334403,58.7496,NA,/home/maccamp/lates-wgs/data/daly/Daly01.sort.flt.bam,NA,UNK,Daly River,Daly01,Australasian
NA,Daly02,NA,UNK,326046177,283926139,60.2108,NA,/home/maccamp/lates-wgs/data/daly/Daly02.sort.flt.bam,NA,UNK,Daly River,Daly02,Australasian
NA,Daly03,NA,UNK,250931941,216745151,47.0122,NA,/home/maccamp/lates-wgs/data/daly/Daly03.sort.flt.bam,NA,UNK,Daly River,Daly03,Australasian
NA,Daly04,NA,UNK,228200523,200254294,43.2608,NA,/home/maccamp/lates-wgs/data/daly/Daly04.sort.flt.bam,NA,UNK,Daly River,Daly04,Australasian
NA,Daly05,NA,UNK,358110468,308080850,66.6556,NA,/home/maccamp/lates-wgs/data/daly/Daly05.sort.flt.bam,NA,UNK,Daly River,Daly05,Australasian
NA,Daly06,NA,UNK,288183066,246600489,53.1609,NA,/home/maccamp/lates-wgs/data/daly/Daly06.sort.flt.bam,NA,UNK,Daly River,Daly06,Australasian
NA,Daly07,NA,UNK,302850614,258326860,55.7428,NA,/home/maccamp/lates-wgs/data/daly/Daly07.sort.flt.bam,NA,UNK,Daly River,Daly07,Australasian
NA,Daly08,NA,UNK,277003928,240831949,52.1401,NA,/home/maccamp/lates-wgs/data/daly/Daly08.sort.flt.bam,NA,UNK,Daly River,Daly08,Australasian
NA,Roper02,NA,UNK,305214628,237233317,49.1359,NA,/home/maccamp/lates-wgs/data/daly/Roper02.sort.flt.bam,NA,UNK,Roper River,Roper02,Australasian
NA,Roper07,NA,UNK,240383448,192310744,39.667,NA,/home/maccamp/lates-wgs/data/daly/Roper07.sort.flt.bam,NA,UNK,Roper River,Roper07,Australasian
NA,Roper08,NA,UNK,218701103,172576592,35.7122,NA,/home/maccamp/lates-wgs/data/daly/Roper08.sort.flt.bam,NA,UNK,Roper River,Roper08,Australasian
NA,Roper09,NA,UNK,209993253,163360453,33.7983,NA,/home/maccamp/lates-wgs/data/daly/Roper09.sort.flt.bam,NA,UNK,Roper River,Roper09,Australasian
NA,Roper10,NA,UNK,220737088,177538875,36.7153,NA,/home/maccamp/lates-wgs/data/daly/Roper10.sort.flt.bam,NA,UNK,Roper River,Roper10,Australasian
Mainstream1,Mainstream-1,Mainstream1,UNK,168404232,149570272,30.9807,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream1.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream1,Australian Aquaculture
Mainstream2,Mainstream-2,Mainstream2,UNK,182623700,164101320,33.9049,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream2.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream2,Australian Aquaculture
Mainstream3,Mainstream-3,Mainstream3,UNK,203215006,183458792,37.8441,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream3.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream3,Australian Aquaculture
Mainstream4,Mainstream-4,Mainstream4,UNK,158111751,142219025,29.4372,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream4.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream4,Australian Aquaculture
Mainstream5,Mainstream-5,Mainstream5,UNK,205561290,186913334,38.5661,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream5.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream5,Australian Aquaculture
Mainstream6,Mainstream6,Mainstream6,UNK,273907451,232447693,49.0963,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream6.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream6,Australian Aquaculture
Mainstream7,Mainstream7,Mainstream7,UNK,264202398,223927482,47.3556,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream7.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream7,Australian Aquaculture
Mainstream8,Mainstream8,Mainstream8,UNK,270758821,232873303,49.3992,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream8.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream8,Australian Aquaculture
Mainstream9,Mainstream9,Mainstream9,UNK,258503506,219343679,46.5654,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream9.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream9,Australian Aquaculture
Mainstream10,Mainstream10,Mainstream10,UNK,278102584,233517641,48.587,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream10.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream10,Australian Aquaculture
Mainstream11,Mainstream11,Mainstream11,UNK,263265248,222556527,46.4981,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream11.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream11,Australian Aquaculture
Mainstream12,Mainstream12,Mainstream12,UNK,267868828,227555399,47.1854,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream12.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream12,Australian Aquaculture
WJC9162,WJC9162,WJC9162,SFF,213111602,186681215,32.3199,1,/home/maccamp/lates-wgs/data/taiwan/WJC9162.sort.flt.bam,1,SFF,Tamsui River,WJC9162,Southeast Asian
WJC9163,WJC9163,WJC9163,SFF,257583247,206746033,33.895,1,/home/maccamp/lates-wgs/data/taiwan/WJC9163.sort.flt.bam,1,SFF,Tamsui River,WJC9163,Southeast Asian
WJC9164,WJC9164,WJC9164,SFF,273269251,225916495,35.5161,1,/home/maccamp/lates-wgs/data/taiwan/WJC9164.sort.flt.bam,1,SFF,Tamsui River,WJC9164,Southeast Asian
WJC9166,WJC9166,WJC9166,SFF,230103711,197931232,31.6638,1,/home/maccamp/lates-wgs/data/taiwan/WJC9166.sort.flt.bam,1,SFF,Tamsui River,WJC9166,Southeast Asian
WJC9187,WJC9187,WJC9187,SFF,258073205,221004084,36.3827,1,/home/maccamp/lates-wgs/data/taiwan/WJC9187.sort.flt.bam,1,SFF,Tamsui River,WJC9187,Southeast Asian
WJC9196,WJC9196,WJC9196,SFF,210898335,179593199,28.9462,1,/home/maccamp/lates-wgs/data/taiwan/WJC9196.sort.flt.bam,1,SFF,Tamsui River,WJC9196,Southeast Asian
WJC9556,WJC9556,WJC9556,SFF,212286744,179789424,30.58,1,/home/maccamp/lates-wgs/data/taiwan/WJC9556.sort.flt.bam,1,SFF,Tamsui River,WJC9556,Southeast Asian
WJC9558,WJC9558,WJC9558,SFF,182258858,160381793,27.9758,1,/home/maccamp/lates-wgs/data/taiwan/WJC9558.sort.flt.bam,1,SFF,Tamsui River,WJC9558,Southeast Asian
WJC9559,WJC9559,WJC9559,SFF,213454180,176211095,29.0693,1,/home/maccamp/lates-wgs/data/taiwan/WJC9559.sort.flt.bam,1,SFF,Tamsui River,WJC9559,Southeast Asian
WJC9560,WJC9560,WJC9560,SFF,341617052,275059504,42.7225,1,/home/maccamp/lates-wgs/data/taiwan/WJC9560.sort.flt.bam,1,SFF,Tamsui River,WJC9560,Southeast Asian
WJC9188,WJC9188,WJC9188,SFF,207927816,175269565,27.8819,1,/home/maccamp/lates-wgs/data/taiwan/WJC9188.sort.flt.bam,1,SFF,Tamsui River,WJC9188,Southeast Asian
Mannar1,Mannar1,Mannar1,UNK,170579154,156344455,33.5926,NA,/home/maccamp/lates-wgs/data/lakdiva/Mannar1.sort.flt.bam,NA,UNK,Sri Lanka,Mannar1,Indian Ocean
Mannar2,Mannar2,Mannar2,UNK,227608517,207348482,44.4537,NA,/home/maccamp/lates-wgs/data/lakdiva/Mannar2.sort.flt.bam,NA,UNK,Sri Lanka,Mannar2,Indian Ocean
Mannar3,Mannar3,Mannar3,UNK,169924454,156470189,33.6783,NA,/home/maccamp/lates-wgs/data/lakdiva/Mannar3.sort.flt.bam,NA,UNK,Sri Lanka,Mannar3,Indian Ocean
Mannar4,Mannar4,Mannar4,UNK,164628843,151791778,32.5849,NA,/home/maccamp/lates-wgs/data/lakdiva/Mannar4.sort.flt.bam,NA,UNK,Sri Lanka,Mannar4,Indian Ocean
Mannar5,Mannar5,Mannar5,UNK,181768421,167927046,35.9875,NA,/home/maccamp/lates-wgs/data/lakdiva/Mannar5.sort.flt.bam,NA,UNK,Sri Lanka,Mannar5,Indian Ocean
Trinco1,Trinco1,Trinco1,UNK,178880107,165159022,35.2784,NA,/home/maccamp/lates-wgs/data/lakdiva/Trinco1.sort.flt.bam,NA,UNK,Sri Lanka,Trinco1,Indian Ocean
Trinco2,Trinco2,Trinco2,UNK,224532124,204504256,43.683,NA,/home/maccamp/lates-wgs/data/lakdiva/Trinco2.sort.flt.bam,NA,UNK,Sri Lanka,Trinco2,Indian Ocean
Trinco3,Trinco3,Trinco3,UNK,202042003,184403195,38.9953,NA,/home/maccamp/lates-wgs/data/lakdiva/Trinco3.sort.flt.bam,NA,UNK,Sri Lanka,Trinco3,Indian Ocean
Jaffna1,Jaffna1,Jaffna1,UNK,197344375,182324259,38.8621,NA,/home/maccamp/lates-wgs/data/lakdiva/Jaffna1.sort.flt.bam,NA,UNK,Sri Lanka,Jaffna1,Indian Ocean
Jaffna2,Jaffna2,Jaffna2,UNK,239460438,218331434,46.296,NA,/home/maccamp/lates-wgs/data/lakdiva/Jaffna2.sort.flt.bam,NA,UNK,Sri Lanka,Jaffna2,Indian Ocean
SRR3165624,SAMN04482567,SRS1284067,UNK,46009810,45091295,6.69989,NA,/home/maccamp/lates-wgs/data/split/SRR3165624.sort.flt.bam,NA,UNK,Fly River,SRR3165624,Australasian
SRR3165625,SAMN04482568,SRS1284068,UNK,36385434,35592008,5.28765,NA,/home/maccamp/lates-wgs/data/split/SRR3165625.sort.flt.bam,NA,UNK,Fly River,SRR3165625,Australasian
SRR3165626,SAMN04482569,SRS1284070,UNK,40019282,39174817,5.81982,NA,/home/maccamp/lates-wgs/data/split/SRR3165626.sort.flt.bam,NA,UNK,Fly River,SRR3165626,Australasian
SRR3165627,SAMN04482570,SRS1284071,UNK,40858088,40059128,5.95206,NA,/home/maccamp/lates-wgs/data/split/SRR3165627.sort.flt.bam,NA,UNK,Fly River,SRR3165627,Australasian
SRR3165628,SAMN04482571,SRS1284072,UNK,37198470,36318355,5.39644,NA,/home/maccamp/lates-wgs/data/split/SRR3165628.sort.flt.bam,NA,UNK,Fly River,SRR3165628,Australasian
SRR3165613,SAMN04482556,SRS1284056,UNK,33294808,31924152,4.73449,NA,/home/maccamp/lates-wgs/data/split/SRR3165613.sort.flt.bam,NA,UNK,Indonesia-K,SRS1284056,Wallacean
SRR3165614,SAMN04482557,SRS1284057,UNK,36112330,35209985,5.22582,NA,/home/maccamp/lates-wgs/data/split/SRR3165614.sort.flt.bam,NA,UNK,Indonesia-K,SRS1284057,Wallacean
SRR3165615,SAMN04482558,SRS1284058,UNK,39202344,38378631,5.69962,NA,/home/maccamp/lates-wgs/data/split/SRR3165615.sort.flt.bam,NA,UNK,Indonesia-K,SRS1284058,Wallacean
SRR3165616,SAMN04482559,SRS1284059,UNK,44105489,43004573,6.38517,NA,/home/maccamp/lates-wgs/data/split/SRR3165616.sort.flt.bam,NA,UNK,Indonesia-K,SRS1284059,Wallacean
SRR3165617,SAMN04482560,SRS1284060,UNK,45680431,44616925,6.62419,NA,/home/maccamp/lates-wgs/data/split/SRR3165617.sort.flt.bam,NA,UNK,Indonesia-K,SRS1284060,Wallacean
SRR3183267,SAMN04482550,SRS1284050,UNK,76809629,72056421,14.9079,NA,/home/maccamp/lates-wgs/data/split/SRR3183267.sort.flt.bam,NA,UNK,Indonesia-SJ,SRS1284050,Southeast Asian
SRR3183268,SAMN04482551,SRS1284051,UNK,73904148,69036901,14.3466,NA,/home/maccamp/lates-wgs/data/split/SRR3183268.sort.flt.bam,NA,UNK,Indonesia-SJ,SRS1284051,Southeast Asian
SRR3183269,SAMN04482552,SRS1284052,UNK,77272102,72724877,15.0254,NA,/home/maccamp/lates-wgs/data/split/SRR3183269.sort.flt.bam,NA,UNK,Indonesia-SJ,SRS1284052,Southeast Asian
SRR3183270,SAMN04482553,SRS1284053,UNK,171661677,160139179,33.1352,NA,/home/maccamp/lates-wgs/data/split/SRR3183270.sort.flt.bam,NA,UNK,Indonesia-SJ,SRS1284053,Southeast Asian
SRR3183271,SAMN04482554,SRS1284054,UNK,58564798,54607071,11.3764,NA,/home/maccamp/lates-wgs/data/split/SRR3183271.sort.flt.bam,NA,UNK,Indonesia-SJ,SRS1284054,Southeast Asian
SRR3165612,SAMN04482555,SRS1284055,UNK,43210183,41319274,6.13043,NA,/home/maccamp/lates-wgs/data/split/SRR3165612.sort.flt.bam,NA,UNK,Indonesia-SU,SRS1284055,Wallacean
